,Name,Price,Location,Model_Year,Mileage,Fuel_Type,Transmission,Year,Price_per_Mile,Brand,Brand_Model,Fuel,County
0,Ford Kuga Titanium PHEV 225hk Automat,259900,"141 74 Segeltorp, Stockholm",2021,4729,2.5L Hybrid,Automatic,2021,54.958765066610276,Ford,Ford Kuga,Hybrid,Stockholm
1,Ford Kuga Titanium PHEV FWD 225hk Automat,259900,"141 74 Segeltorp, Stockholm",2022,4237,2.5L Hybrid,Automatic,2022,61.3405711588388,Ford,Ford Kuga,Hybrid,Stockholm
2,Ford Kuga Plug-In Hybrid 225hk ST-Line X | Kamera | adaptiv fart,299900,"425 37 Hisings Kärra, Västra Götaland",2022,6260,2.5L Hybrid,Automatic,2022,47.9073482428115,Ford,Ford Kuga,Hybrid,Västra Götaland
3,Ford Puma ST-Line Hybrid | Vinterhjul på köpet | LANSERINGSH,282900,"749 47 Enköping, Uppsala",2025,1,1.0L Hybrid,Manual,2025,282900.0,Ford,Ford Puma,Hybrid,Uppsala
4,Ford Puma ST-Line 125Hk Hybrid Aut | Gratis Vinterhjul,298900,"749 47 Enköping, Uppsala",2025,2,1.0L Hybrid,Automatic,2025,149450.0,Ford,Ford Puma,Hybrid,Uppsala
5,Ford Puma PumaTITANIUM 1.0 ECOB MHEV 125HK AUT,229900,"331 44 Värnamo, Jönköping",2023,2265,1.0L Hybrid,Automatic,2023,101.50110375275938,Ford,Ford Puma,Hybrid,Jönköping
6,"Ford Puma ST-Line1.0 EcoBoost Hybrid Manuell, 125hk, 2024",282900,"374 32 Karlshamn, Blekinge",2024,1,1.0L Hybrid,Manual,2024,282900.0,Ford,Ford Puma,Hybrid,Blekinge
7,Ford Puma ST-Line Aut 125Hk Facelift | Lagerbil,298900,"331 44 Värnamo, Jönköping",2024,1,1.0L Petrol,Automatic,2024,298900.0,Ford,Ford Puma,Petrol,Jönköping
8,Ford Puma ST-Line Aut 125Hk Facelift | Lagerbil,298900,"331 44 Värnamo, Jönköping",2024,1,1.0L Petrol,Automatic,2024,298900.0,Ford,Ford Puma,Petrol,Jönköping
9,Ford Puma ST-Line Aut 125Hk Facelift | Lagerbil,298900,"331 44 Värnamo, Jönköping",2024,1,1.0L Petrol,Automatic,2024,298900.0,Ford,Ford Puma,Petrol,Jönköping
10,Ford Puma ST-LINE|FRIA VINTERHJUL | 3ÅRS FRI SERVICE kampanj,298900,"441 39 Alingsås, Västra Götaland",2024,2,1.0L Petrol,Automatic,2024,149450.0,Ford,Ford Puma,Petrol,Västra Götaland
11,Ford Puma ST-Line 1.0T 125hk Hybrid ink vinterhjul,282900,"434 37 Kungsbacka, Halland",2024,1,1.0L Hybrid,Manual,2024,282900.0,Ford,Ford Puma,Hybrid,Halland
12,Ford Kuga 2.5 P-HEV TITANIUM AUTOMAT,259900,"137 69 Österhaninge, Stockholm",2021,2900,2.5L Hybrid,Automatic,2021,89.62068965517241,Ford,Ford Kuga,Hybrid,Stockholm
13,Ford Kuga KugaST-LINE X PHEV AUT,299900,"431 49 Mölndal, Västra Götaland",2021,5530,2.5L Hybrid,Automatic,2021,54.23146473779385,Ford,Ford Kuga,Hybrid,Västra Götaland
14,"Ford Kuga 2,5 PHEV 225Hk FWD Titanium Nav / Backkamera",259900,"425 37 Hisings Kärra, Västra Götaland",2021,4500,2.5L Hybrid,Automatic,2021,57.75555555555555,Ford,Ford Kuga,Hybrid,Västra Götaland
15,"MG ZS EV 72,6kWh long Range",239900,"254 66 Helsingborg, Skåne",2022,4200,Electric,Automatic,2022,57.11904761904762,MG,MG ZS,Electric,Skåne
16,Ford Kuga ST-LINE X PHEV AUT,299900,"213 76 Malmö, Skåne",2021,5173,2.5L Hybrid,Automatic,2021,57.9740962690895,Ford,Ford Kuga,Hybrid,Skåne
17,Ford Kuga KugaCX482E ST-LINE X PHEV AUT,299900,"213 76 Malmö, Skåne",2021,5300,2.5L Hybrid,Automatic,2021,56.58490566037736,Ford,Ford Kuga,Hybrid,Skåne
18,Ford Kuga Titanium 2.5 Plug-In Hybrid 225HK 0% ränta,259900,"434 37 Kungsbacka, Halland",2021,4410,2.5L Hybrid,Automatic,2021,58.93424036281179,Ford,Ford Kuga,Hybrid,Halland
19,Kia e-Niro NiroADVANCE PLUS TECH /FULLUTRUSTAD/ JBL/ MINNE,189900,"761 43 Norrtälje, Stockholm",Jul 2019,12606,Electric,Automatic,2019,15.064255116611138,Kia,Kia e-Niro,Electric,Stockholm
20,"Ford Kuga Titanium Plug-In Hybrid Automat 2021, SUV",259900,"164 74 Kista, Stockholm",Jun 2021,5521,2.5L Hybrid,Automatic,2021,47.07480528889694,Ford,Ford Kuga,Hybrid,Stockholm
21,Ford Kuga 2.5 P-HEV TITANIUM AUTOMAT,259900,"507 30 Brämhult, Västra Götaland",2021,5113,2.5L Hybrid,Automatic,2021,50.83121455114414,Ford,Ford Kuga,Hybrid,Västra Götaland
22,Ford Kuga Titanium Plug-In Hybrid 225HK 0%Ränta,259900,"302 41 Halmstad, Halland",2021,5162,2.5L Hybrid,Automatic,2021,50.34870205346765,Ford,Ford Kuga,Hybrid,Halland
23,Ford Focus Active Kombi 1.0 125hk Manuell,189900,"131 52 Nacka, Stockholm",2022,2503,1.0L Petrol,Manual,2022,75.86895725129844,Ford,Ford Focus,Petrol,Stockholm
24,Ford Kuga TITANIUM 2.5 PLUG-IN DRAGKROK,259900,"164 74 Kista, Stockholm",2021,4131,2.5L Hybrid,Automatic,2021,62.91454853546357,Ford,Ford Kuga,Hybrid,Stockholm
25,Ford Kuga Titanium Plug-In Hybrid 225hk|Backkamera|Carplay,259900,"431 49 Mölndal, Västra Götaland",2021,5500,2.5L Hybrid,Automatic,2021,47.25454545454546,Ford,Ford Kuga,Hybrid,Västra Götaland
26,Ford Kuga CX482E TITANIUM PHEV AUT,259900,"164 74 Kista, Stockholm",2021,4696,2.5L Hybrid,Automatic,2021,55.34497444633731,Ford,Ford Kuga,Hybrid,Stockholm
27,Ford Kuga ST-line X Plug-In Hybrid 2.5 225HK,299900,"431 49 Mölndal, Västra Götaland",2021,4655,2.5L Hybrid,Automatic,2021,64.42534908700323,Ford,Ford Kuga,Hybrid,Västra Götaland
28,Ford Kuga Kuga2.5 P-HEV TITANIUM AUTOMAT,259900,"331 44 Värnamo, Jönköping",2021,4200,2.5L Hybrid,Automatic,2021,61.88095238095238,Ford,Ford Kuga,Hybrid,Jönköping
29,Ford Kuga Titanium PHEV 225hk Automat,259900,"141 74 Segeltorp, Stockholm",2021,4656,2.5L Hybrid,Automatic,2021,55.82044673539519,Ford,Ford Kuga,Hybrid,Stockholm
30,Ford Kuga Titanium Phev 225Hk,259900,"331 44 Värnamo, Jönköping",2021,5249,2.5L Hybrid,Automatic,2021,49.51419317965327,Ford,Ford Kuga,Hybrid,Jönköping
31,Ford Kuga KugaCX482E ST-LINE X PHEV AUT,299900,"254 53 Helsingborg, Skåne",2021,3821,2.5L Hybrid,Automatic,2021,78.48730698769955,Ford,Ford Kuga,Hybrid,Skåne
32,Ford Kuga TITANIUM 2.5 PLUG-IN HYBRID FWD 225HK Dragkrok,259900,"168 67 Bromma, Stockholm",2021,6003,2.5L Hybrid,Automatic,2021,43.29501915708812,Ford,Ford Kuga,Hybrid,Stockholm
33,Ford Kuga KugaTITANIUM 2.5 PLUG-IN HYBRID FWD 225HK CVT,319900,"164 74 Kista, Stockholm",2023,1514,2.5L Hybrid,Automatic,2023,211.29458388375164,Ford,Ford Kuga,Hybrid,Stockholm
34,Ford Puma TITANIUM 1.0 ECOB MHEV 125hk automat | Farthållare,229900,"137 69 Österhaninge, Stockholm",2023,2342,1.0L Hybrid,Automatic,2023,98.16396242527755,Ford,Ford Puma,Hybrid,Stockholm
35,Nissan Leaf E+ TEKNA 62 KWH,214900,"754 54 Uppsala, Uppsala",2021,6609,Electric,Automatic,2021,32.51626569829021,Nissan,Nissan Leaf,Electric,Uppsala
36,Nissan Leaf N-Connecta 62kWh Moms Navi 360º,204900,"754 54 Uppsala, Uppsala",2021,5777,Electric,Automatic,2021,35.46823610870694,Nissan,Nissan Leaf,Electric,Uppsala
37,Nissan Leaf N-CONNECTA 62,204900,"754 54 Uppsala, Uppsala",2021,5300,Electric,Automatic,2021,38.660377358490564,Nissan,Nissan Leaf,Electric,Uppsala
38,Kia e-Niro ADVANCE Godkänd,279900,"18360 Täby, Stockholm",2021,3961,Electric,Automatic,2021,70.66397374400404,Kia,Kia e-Niro,Electric,Stockholm
39,Ford Kuga SUV BSSA TITANIUM 25PHPE62 2WAUT GA,259900,"164 74 Kista, Stockholm",2021,4032,2.5L Hybrid,Automatic,2021,64.45932539682539,Ford,Ford Kuga,Hybrid,Stockholm
40,Ford Kuga ST-Line X PHEV Privatleasing 5695:- 18 månader,299900,"137 69 Österhaninge, Stockholm",2022,5365,2.5L Hybrid,Automatic,2022,55.89934762348555,Ford,Ford Kuga,Hybrid,Stockholm
41,Ford Kuga ST-line X PHEV 64KM / Drag / B&O,299900,"754 54 Uppsala, Uppsala",2022,5537,2.5L Hybrid,Automatic,2022,54.16290409969297,Ford,Ford Kuga,Hybrid,Uppsala
42,Ford Kuga Plug-In Hybrid E-CVT TITANIUM,259900,"164 74 Kista, Stockholm",2022,5700,2.5L Hybrid,Automatic,2022,45.59649122807018,Ford,Ford Kuga,Hybrid,Stockholm
43,Ford Puma PumaTITANIUM 1.0 ECOB MHEV 125HK AUT,229900,"164 74 Kista, Stockholm",2023,2842,1.0L Hybrid,Automatic,2023,80.89373680506685,Ford,Ford Puma,Hybrid,Stockholm
44,Ford Puma TITANIUM 1.0 ECOB MHEV 125HK AUT,229900,"164 74 Kista, Stockholm",2023,3500,1.0L Hybrid,Automatic,2023,65.68571428571428,Ford,Ford Puma,Hybrid,Stockholm
45,Ford Puma Titanium 1.0 Ecoboost Aut 125hk | Rattvärme | Farthållare |,229900,"262 72, Skåne",2023,3132,1.0L Petrol,Automatic,2023,73.40357598978288,Ford,Ford Puma,Petrol,Skåne
46,Ford Kuga ST-Line X Plug-in Hybrid | Elstol | B&O Sound,299900,"749 47 Enköping, Uppsala",2022,5865,2.5L Hybrid,Automatic,2022,51.13384484228474,Ford,Ford Kuga,Hybrid,Uppsala
47,Ford Kuga ST-Line X Phev 225hk 2.5l,299900,"633 46 Eskilstuna, Södermanland",2022,4581,2.5L Hybrid,Automatic,2022,65.46605544640909,Ford,Ford Kuga,Hybrid,Södermanland
48,Ford Kuga ST-Line X Business Edition 225hk PHEV,299900,"431 49 Mölndal, Västra Götaland",2022,3950,2.5L Hybrid,Automatic,2022,75.92405063291139,Ford,Ford Kuga,Hybrid,Västra Götaland
49,Ford Kuga ST-LINE X PHEV AUT,299900,"152 42 Södertälje, Stockholm",2021,6434,2.5L Hybrid,Automatic,2021,46.61175007771215,Ford,Ford Kuga,Hybrid,Stockholm
50,Ford Kuga ST-Line Phev |225hk|360kr skatt|Hybrid|,299900,"302 41 Halmstad, Halland",2022,5500,2.5L Hybrid,Automatic,2022,54.527272727272724,Ford,Ford Kuga,Hybrid,Halland
51,Ford Kuga ST-LINE X Panorama,299900,"164 74 Kista, Stockholm",2022,4528,2.5L Hybrid,Automatic,2022,66.23233215547704,Ford,Ford Kuga,Hybrid,Stockholm
52,Ford Kuga ST-LINE X PHEV AUT DRAGKROK,299900,"213 76 Malmö, Skåne",2022,6201,2.5L Hybrid,Automatic,2022,48.36316723109176,Ford,Ford Kuga,Hybrid,Skåne
53,"Ford Kuga ST-line X, Plug-In Hybrid, 225hk, B&O",299900,"434 37 Kungsbacka, Halland",2022,5320,2.5L Hybrid,Automatic,2022,56.37218045112782,Ford,Ford Kuga,Hybrid,Halland
54,Ford Kuga ST-Line X Plug-In Hybrid 2.5l 225hk,299900,"633 46 Eskilstuna, Södermanland",2021,6429,2.5L Hybrid,Automatic,2021,46.64800124436149,Ford,Ford Kuga,Hybrid,Södermanland
55,Ford Kuga ST-Line X Business Edition Plug-In Hybrid 225hk,299900,"633 46 Eskilstuna, Södermanland",2021,6422,2.5L Hybrid,Automatic,2021,46.69884771099346,Ford,Ford Kuga,Hybrid,Södermanland
56,Ford Kuga KugaCX482E ST-LINE X PHEV AUT,299900,"754 54 Uppsala, Uppsala",2022,5226,2.5L Hybrid,Automatic,2022,57.38614619211634,Ford,Ford Kuga,Hybrid,Uppsala
57,Ford Mustang Mach-E RWD|294HK|610km EL|B&O|Apple carplay|,419900,"302 41 Halmstad, Halland",Nov 2021,4300,Electric,Automatic,2021,97.65116279069767,Ford,Ford Mustang,Electric,Halland
58,Ford Kuga ST-Line X Plug-In Hybrid|225HK|56km EL|Låg skatt|,239900,"302 41 Halmstad, Halland",2020,11500,2.5L Hybrid,Automatic,2020,20.860869565217392,Ford,Ford Kuga,Hybrid,Halland
59,MG ZS EV LUXURY 45 KWH KAMPANJ 0%* / 2595 KR PL**,149900,"761 46 Norrtälje, Stockholm",2019,1365,Electric,Automatic,2019,109.81684981684981,MG,MG ZS,Electric,Stockholm
60,MG ZS ZS EVEV 45 KWH Luxury,149800,"761 46 Norrtälje, Stockholm",2020,5485,Electric,Automatic,2020,27.310847766636282,MG,MG ZS,Electric,Stockholm
61,MG ZS EV LUXURY 45 KWH KAMPANJ 0%* / 2595 KR PL**,149900,"761 46 Norrtälje, Stockholm",2020,5940,Electric,Automatic,2020,25.235690235690235,MG,MG ZS,Electric,Stockholm
62,Ford Focus Active Kombi 125HK EcoBoost / GPS,187900,"754 54 Uppsala, Uppsala",2022,4707,1.0L Petrol,Manual,2022,39.91926917357128,Ford,Ford Focus,Petrol,Uppsala
63,"Ford Focus Focus1,0 EcoBoost 125Hk, Nyservad!",147900,"754 54 Uppsala, Uppsala",2019,6800,1.0L Petrol,Manual,2019,21.75,Ford,Ford Focus,Petrol,Uppsala
64,Kia e-Niro NiroADVANCE,269900,"262 71, Skåne",2021,5015,Electric,Automatic,2021,53.8185443668993,Kia,Kia e-Niro,Electric,Skåne
65,Kia e-Niro E-NiroADVANCE,269900,"425 37 HISINGS KÄRRA, Västra Götaland",2021,4150,Electric,Automatic,2021,65.03614457831326,Kia,Kia e-Niro,Electric,Västra Götaland
66,Ford Mustang Mach-E GT AWD Long Range 487HK,649900,"302 41 Halmstad, Halland",2023,850,Electric,Automatic,2023,764.5882352941177,Ford,Ford Mustang,Electric,Halland
67,Nissan Leaf E+ N-CONNECTA MY21 62 KWH LED,204900,"302 41 Halmstad, Halland",2021,4500,Electric,Automatic,2021,45.53333333333333,Nissan,Nissan Leaf,Electric,Halland
68,Nissan Leaf E+ N-CONNECTA MY21 62 KWH LED,204900,"302 41 Halmstad, Halland",2021,5300,Electric,Automatic,2021,38.660377358490564,Nissan,Nissan Leaf,Electric,Halland
69,Kia e-Niro 64 kWh Advance,229900,"302 41 Halmstad, Halland",Jun 2021,9250,Electric,Automatic,2021,24.854054054054053,Kia,Kia e-Niro,Electric,Halland
70,Nissan Leaf E+ N-CONNECTA MY21 62 KWH LED,204900,"302 41 Halmstad, Halland",2021,5284,Electric,Automatic,2021,38.777441332323995,Nissan,Nissan Leaf,Electric,Halland
71,Nissan Leaf LeafN-CONNECTA MY21 40 KWH LED,174900,"441 39 Alingsås, Västra Götaland",2021,2321,Electric,Automatic,2021,75.35545023696683,Nissan,Nissan Leaf,Electric,Västra Götaland
72,Ford Mustang Mach-E GT AWD Long Range 487hk | Panoramatak | B&O Ljudsystem |,649900,"262 72, Skåne",2023,600,Electric,Automatic,2023,1083.1666666666667,Ford,Ford Mustang,Electric,Skåne
73,Ford Mustang Mach-E GT Mach-E *DEMO* AWD Long Range 487hk | Sommarkampanj |,649900,"281 33 Hässleholm, Skåne",2023,350,Electric,Automatic,2023,1856.857142857143,Ford,Ford Mustang,Electric,Skåne
74,Ford Mustang Mach-E GT 487hk/Panorama/B&O,649900,"227 64 Lund, Skåne",2022,299,Electric,Automatic,2022,2173.5785953177256,Ford,Ford Mustang,Electric,Skåne
75,Ford Mustang Mach-E GT Mach-E AWD Long Range Premium | Leasebar,649900,"331 44 Värnamo, Jönköping",2023,1000,Electric,Automatic,2023,649.9,Ford,Ford Mustang,Electric,Jönköping
76,Ford Mustang Mach-E GT Mach-E AWD Long Range Premium | Leasebar,649900,"331 44 Värnamo, Jönköping",Apr 2023,1000,Electric,Automatic,2023,649.9,Ford,Ford Mustang,Electric,Jönköping
77,Ford Mustang Mach-E GT GT|2023|panorama|487hk|,649900,"441 39 Alingsås, Västra Götaland",2023,400,Electric,Automatic,2023,1624.75,Ford,Ford Mustang,Electric,Västra Götaland
78,"Ford Mustang Mach-E GT Mustang Mach-E GT , 487hk, 360-Kamera/B&O/Adaptiv farthållare, 2023",649900,"254 53 Helsingborg, Skåne",2023,864,Electric,Automatic,2023,752.199074074074,Ford,Ford Mustang,Electric,Skåne
79,Ford Mustang Mach-E GT Mach-E 487HK,649900,"291 50 Kristianstad, Skåne",2023,850,Electric,Automatic,2023,764.5882352941177,Ford,Ford Mustang,Electric,Skåne
80,Ford Mustang Mach-E GT AWD 487 hk | 540 räckvidd,649900,"431 49 Mölndal, Västra Götaland",Apr 2023,1500,Electric,Automatic,2023,433.26666666666665,Ford,Ford Mustang,Electric,Västra Götaland
81,Ford Mustang Mach-E GT Long Range AWD 487HK Kampanjpris fr. 699.990kr,649900,"164 74 Kista, Stockholm",2023,1500,Electric,Automatic,2023,433.26666666666665,Ford,Ford Mustang,Electric,Stockholm
82,Ford Mustang Mach-E GT Mach-E AWD Long Range 487hk,649900,"164 74 Kista, Stockholm",2023,1500,Electric,Automatic,2023,433.26666666666665,Ford,Ford Mustang,Electric,Stockholm
83,Ford Mustang Mach-E GT | AWD Long Range 487Hk | DEMO,649900,"749 47 Enköping, Uppsala",2023,784,Electric,Automatic,2023,828.954081632653,Ford,Ford Mustang,Electric,Uppsala
84,Nissan Leaf LeafE+ TEKNA MY21 62 KWH,219900,"431 37 Mölndal, Västra Götaland",2021,6043,Electric,Automatic,2021,36.38921065695846,Nissan,Nissan Leaf,Electric,Västra Götaland
85,Ford Focus Active Kombi |125hk|Låg skatt|Apple carplay|,199000,"302 41 Halmstad, Halland",2021,4500,1.0L Hybrid,Automatic,2021,44.22222222222222,Ford,Ford Focus,Hybrid,Halland
86,MG ZS EV LHD 45KWH LUXURY MY21,149900,"212 37 Malmö, Skåne",2020,1950,Electric,Automatic,2020,76.87179487179488,MG,MG ZS,Electric,Skåne
87,MG ZS EV 45KWH LUXURY *0% Räntekampanj,149900,"212 37 Malmö, Skåne",2021,2720,Electric,Automatic,2021,55.11029411764706,MG,MG ZS,Electric,Skåne
88,MG ZS EV 45kwh LUXUARY,149900,"212 37 Malmö, Skåne",2021,6833,Electric,Automatic,2021,21.93765549539002,MG,MG ZS,Electric,Skåne
89,Kia e-Niro ADVANCE 204 Hk 64 kWh Privatleasing fr 4.595 Kr,259900,"141 74 Segeltorp, Stockholm",2021,4057,Electric,Automatic,2021,64.06211486319941,Kia,Kia e-Niro,Electric,Stockholm
90,MG ZS EV Luxury Moms 1 Ägare,149900,"441 39 Alingsås, Västra Götaland",2021,4000,Electric,Automatic,2021,37.475,MG,MG ZS,Electric,Västra Götaland
91,Ford Kuga ST-Line X 2.5 pHev 243hk,509900,"291 50 Kristianstad, Skåne",2025,1,2.5L Hybrid,Automatic,2025,509900.0,Ford,Ford Kuga,Hybrid,Skåne
92,Nissan Leaf LeafE+ N-CONNECTA MY21 62 KWH LED,204900,"749 47 Enköping, Uppsala",2021,5025,Electric,Automatic,2021,40.776119402985074,Nissan,Nissan Leaf,Electric,Uppsala
93,"Ford Kuga MCA TITANIUM SUV AWD, 150HK (diesel)",214900,"152 42 Södertälje, Stockholm",2019,8105,2.0L Diesel,Automatic,2019,26.51449722393584,Ford,Ford Kuga,Diesel,Stockholm
94,Nissan Leaf E+ TEKNA 62 KWH KAMPANJRÄNTA 0%,209900,"754 54 Uppsala, Uppsala",2021,5210,Electric,Automatic,2021,40.287907869481764,Nissan,Nissan Leaf,Electric,Uppsala
95,Ford Focus Active Kombi 1.0 125hk Automat,169900,"302 41 Halmstad, Halland",Oct 2021,4500,1.0L Petrol,Manual,2021,37.75555555555555,Ford,Ford Focus,Petrol,Halland
96,Ford Focus Active 1.0 EcoBoost Manuell /125hk/Låg skatt/,169900,"302 41 Halmstad, Halland",Nov 2020,3850,1.0L Petrol,Manual,2020,44.12987012987013,Ford,Ford Focus,Petrol,Halland
97,MG ZS EV LHD 45KWH COMFORT,139900,"754 54 Uppsala, Uppsala",2020,5673,Electric,Automatic,2020,24.66067336506258,MG,MG ZS,Electric,Uppsala
98,MG ZS ZS EVEV LHD 45KWH LUXURY MY21,149900,"754 54 Uppsala, Uppsala",2020,7747,Electric,Automatic,2020,19.34942558409707,MG,MG ZS,Electric,Uppsala
99,MG ZS EV LHD 45KWH LUXURY MY21,149900,"582 72 Linköping, Östergötland",2020,7443,Electric,Automatic,2020,20.139728604057503,MG,MG ZS,Electric,Östergötland
100,Kia e-Niro ADVANCE / GODKÄND,269900,"431 68 Mölndal, Västra Götaland",2021,4246,Electric,Automatic,2021,63.56570890249647,Kia,Kia e-Niro,Electric,Västra Götaland
101,Ford Kuga ST-Line X PHEV 64KM / Drag / B&O,269900,"754 54 Uppsala, Uppsala",2021,9900,2.5L Hybrid,Automatic,2021,27.262626262626263,Ford,Ford Kuga,Hybrid,Uppsala
102,MG ZS ZS EVEV LHD 45KWH LUXURY MY21,149900,"425 37 HISINGS KÄRRA, Västra Götaland",2021,6348,Electric,Automatic,2021,23.613736609955893,MG,MG ZS,Electric,Västra Götaland
103,Kia e-Niro ADVANCE 64kWh,259900,"431 68 Mölndal, Västra Götaland",2021,6599,Electric,Automatic,2021,39.38475526594939,Kia,Kia e-Niro,Electric,Västra Götaland
104,Kia e-Niro ADVANCE/VINTERHJUL,259900,"431 68 Mölndal, Västra Götaland",2021,6450,Electric,Automatic,2021,40.29457364341085,Kia,Kia e-Niro,Electric,Västra Götaland
105,MG ZS EV 45KWH LUXURY MY20 Räntekampanj 0%,149900,"461 70 Trollhättan, Västra Götaland",2020,5954,Electric,Automatic,2020,25.17635203224723,MG,MG ZS,Electric,Västra Götaland
106,Ford Kuga ST-Line X Business Edition Plug-In Hybrid /225HK/56km EL/,269000,"302 41 Halmstad, Halland",2020,6100,2.5L Hybrid,Automatic,2020,44.09836065573771,Ford,Ford Kuga,Hybrid,Halland
107,Nissan Leaf N-CONNECTA 40 KWH LED 150 HK,189800,"176 76 Järfälla, Stockholm",2021,3665,Electric,Automatic,2021,51.787175989085945,Nissan,Nissan Leaf,Electric,Stockholm
108,Kia e-Niro NiroADVANCE PLUS,264900,"254 66 Helsingborg, Skåne",2020,4279,Electric,Automatic,2020,61.906987613928486,Kia,Kia e-Niro,Electric,Skåne
109,MG ZS EV COMFORT,154900,"334 32 Anderstorp, Jönköping",2020,2738,Electric,Automatic,2020,56.574141709276844,MG,MG ZS,Electric,Jönköping
110,"MG ZS EV 45kwh comfort 2020, SUV",149900,"432 32 Varberg, Halland",Jun 2020,3876,Electric,Automatic,2020,38.673890608875126,MG,MG ZS,Electric,Halland
111,"MG ZS EV LHD 45KWH LUXURY MY20 2020, SUV",149900,"331 34 Värnamo, Jönköping",Jun 2020,4500,Electric,Automatic,2020,33.31111111111111,MG,MG ZS,Electric,Jönköping
112,Ford Kuga ST-LINE Plug-In-Hybrid Automat,279900,"164 74 Kista, Stockholm",2021,3875,2.5L Hybrid,Automatic,2021,72.23225806451613,Ford,Ford Kuga,Hybrid,Stockholm
113,Kia e-Niro E-NiroADVANCE,249900,"262 71, Skåne",2021,3163,Electric,Automatic,2021,79.0072715776162,Kia,Kia e-Niro,Electric,Skåne
114,Kia e-Niro ADVANCE 204 Hk 64 kWh Privatleasing Fr 4.595 Kr,259900,"141 74 Segeltorp, Stockholm",2021,3140,Electric,Automatic,2021,82.77070063694268,Kia,Kia e-Niro,Electric,Stockholm
115,Kia e-Niro NiroADVANCE PLUS,239900,"262 71, Skåne",2021,7995,Electric,Automatic,2021,30.006253908692933,Kia,Kia e-Niro,Electric,Skåne
116,Kia e-Niro E-NiroADVANCE,249900,"262 71, Skåne",2021,4500,Electric,Automatic,2021,55.53333333333333,Kia,Kia e-Niro,Electric,Skåne
117,Nissan Leaf E+ TEKNA MY21 62 KWH,219900,"254 66 Helsingborg, Skåne",2021,4800,Electric,Automatic,2021,45.8125,Nissan,Nissan Leaf,Electric,Skåne
118,Kia e-Niro Advance 204 HK * Godkänd*,269000,"231 66 Trelleborg, Skåne",2021,4250,Electric,Automatic,2021,63.294117647058826,Kia,Kia e-Niro,Electric,Skåne
119,Kia e-Niro Advance,239900,"254 66 Helsingborg, Skåne",2021,5828,Electric,Automatic,2021,41.16334934797529,Kia,Kia e-Niro,Electric,Skåne
120,Kia e-Niro 204 hk 64 kWh ADVANCE Backkamera Privatleasing Fr 4.595 kr,269900,"141 74 Segeltorp, Stockholm",2021,4100,Electric,Automatic,2021,65.82926829268293,Kia,Kia e-Niro,Electric,Stockholm
121,MG ZS EV 45KWH LUXURY MY21,159900,"254 66 Helsingborg, Skåne",2021,6500,Electric,Automatic,2021,24.6,MG,MG ZS,Electric,Skåne
122,Kia e-Niro Advance,239900,"254 66 Helsingborg, Skåne",2021,7419,Electric,Automatic,2021,32.33589432538078,Kia,Kia e-Niro,Electric,Skåne
123,Kia e-Niro NiroADVANCE PLUS,209500,"262 71, Skåne",2021,13000,Electric,Automatic,2021,16.115384615384617,Kia,Kia e-Niro,Electric,Skåne
124,"Ford Kuga 2024.50 MY,SPORT ACTIVE X 2.5 PLUG-IN FWD",479900,"721 37 Västerås, Västmanland",2024,150,2.5L Hybrid,Automatic,2024,3199.3333333333335,Ford,Ford Kuga,Hybrid,Västmanland
125,Kia e-Niro ADVANCE Pre owned privatleasing fr. 4595kr/mån,249900,"141 74 Segeltorp, Stockholm",2021,3620,Electric,Automatic,2021,69.03314917127072,Kia,Kia e-Niro,Electric,Stockholm
126,MG ZS EV 45KWH COMFORT,149900,"334 32 Anderstorp, Jönköping",2021,3249,Electric,Automatic,2021,46.1372730070791,MG,MG ZS,Electric,Jönköping
127,Kia e-Niro ADVANCE 0% Räntekampanj*,249900,"691 47 Karlskoga, Örebro",2021,4300,Electric,Automatic,2021,58.116279069767444,Kia,Kia e-Niro,Electric,Örebro
128,Ford Focus 1.5 Ecoboost 150Hk Aut Kombi | Titanium,149900,"749 47 Enköping, Uppsala",2018,8863,1.5L Petrol,Automatic,2018,16.91300913911768,Ford,Ford Focus,Petrol,Uppsala
129,Ford Focus FocusC519 2021 MY 5-D ST-LINE 1.0T ECOB 125HK LI,169900,"721 37 Västerås, Västmanland",2021,3830,1.0L Petrol,Manual,2021,44.360313315926895,Ford,Ford Focus,Petrol,Västmanland
130,Ford Focus Active 1.0 EcoBoost Manuell 125hk Kamera | Nav,169900,"425 37 Hisings Kärra, Västra Götaland",2022,4390,1.0L Petrol,Manual,2022,38.70159453302961,Ford,Ford Focus,Petrol,Västra Götaland
131,Ford Kuga SUV BSSA TITANIUM 25PHPE62 2WAUT GA,269900,"164 74 Kista, Stockholm",2022,4817,2.5L Hybrid,Automatic,2022,56.03072451733444,Ford,Ford Kuga,Hybrid,Stockholm
132,Ford Focus Active | Carplay | Kamera | Farthållare | 125 hk,184900,"633 46 Eskilstuna, Södermanland",2022,3000,1.0L Petrol,Manual,2022,61.63333333333333,Ford,Ford Focus,Petrol,Södermanland
133,Ford Kuga Titanium Plug-In Hybrid 225hk | Backkamera|Carplay,269900,"302 41 Halmstad, Halland",2022,4500,2.5L Hybrid,Automatic,2022,59.977777777777774,Ford,Ford Kuga,Hybrid,Halland
