,Name,Price,Location,Model_Year,Mileage,Fuel_Type,Transmission,Year,Price_per_Mile,Brand,Brand_Model,Fuel,County
3537,BMW 325 i Touring Euro 4,35900,"Botkyrka, Stockholm",2004,25763,2.5L Petrol,Automatic,2004,1.39347125722936,BMW,BMW 325,Petrol,Stockholm
3538,Mercedes AMG GT 63 S Coupé 612HK 4M+ Svensksåld Fullutr,1179900,"STOCKHOLM, Stockholm",Feb 2019,6761,4.0L Petrol,Automatic,2019,174.51560420056205,Mercedes,Mercedes AMG,Petrol,Stockholm
3539,VW Touran Cross 2.0 TDI Cross Euro 4,40000,"västerås, Västmanland",2008,27328,2.0L Diesel,Automatic,2008,1.4637002341920375,VW,VW Touran,Diesel,Västmanland
3540,VW Caddy Skåpbil 2.0 Diesel / 12.348 Mil,39900,"21377 Malmö, Skåne",2008,12348,2.0L Diesel,Manual,2008,3.2312925170068025,VW,VW Caddy,Diesel,Skåne
3541,Mercedes CLK200 Kompressor Coupé Avantgarde Euro 4,16888,"Gotland, Gotland",2006,30000,1.8L Petrol,Automatic,2006,0.5629333333333333,Mercedes,Mercedes CLK200,Petrol,Gotland
3542,Renault Clio R.S. 5-dörra Halvkombi 1.2 Authentique Euro 4,20900,"Åre, Jämtland",2006,14175,1.1L Petrol,Manual,2006,1.474426807760141,Renault,Renault Clio,Petrol,Jämtland
3543,"BMW 320 i Sedan, Nybesiktad!",27000,"70375 Örebro, Örebro",2006,19000,2.2L Petrol,Manual,2006,1.4210526315789473,BMW,BMW 320,Petrol,Örebro
3544,Mercedes 180 BNGT BlueEFFICIENCY Autotronic Euro 5,58000,"Botkyrka, Stockholm",2010,14815,"2.0L Natural gas (LNG, CNG)",Automatic,2010,3.9149510631117113,Mercedes,Mercedes 180,Natural Gas,Stockholm
3545,VW Golf 1.6 Multifuel,62000,"kalmar, Kalmar",2009,8845,1.6L Ethanol (E85),Manual,2009,7.009609949123798,VW,VW Golf,Ethanol,Kalmar
3546,VW Golf Variant 1.6 Multifuel Euro 4,33000,"nyköping, Södermanland",2009,17871,1.6L Ethanol (E85),Manual,2009,1.8465670639583682,VW,VW Golf,Ethanol,Södermanland
3547,"Mercedes EQC400 4MATIC AMG Premium Plus//3,95% RÄNTA",479000,"42536 Hisingskärra, Västra Götaland",2021,3610,Electric,Automatic,2021,132.68698060941827,Mercedes,Mercedes EQC400,Electric,Västra Götaland
3548,Nissan Qashqai +2 Qashqai+2 2.0 4x4 CVT 7-Sits Drag Navi Pano Kamera,79900,"Rosersberg, Stockholm",Oct 2011,18347,2.0L Petrol,Automatic,2011,4.354935411783943,Nissan,Nissan Qashqai,Petrol,Stockholm
3549,"Volvo V40 T5 Geartronic Carbon Edition, R Design (300hk)",199990,"Kungälv, Västra Götaland",2016,11930,2.0L Petrol,Automatic,2016,16.763621123218776,Volvo,Volvo V40,Petrol,Västra Götaland
3550,Volvo V50 1.6 D Momentum SoV SERVAD HEMLEVERNAS M-VÄRMARE,48900,"JÄRFÄLLA, Stockholm",May 2009,15500,1.6L Diesel,Manual,2009,3.1548387096774193,Volvo,Volvo V50,Diesel,Stockholm
3551,Mitsubishi L200 Club Cab 2.5 4x4 Euro 5,86000,"Säter, Dalarna",2009,12674,2.5L Diesel,Manual,2009,6.785545210667508,Mitsubishi,Mitsubishi L200,Diesel,Dalarna
3552,Audi A4 Avant 2.0 TDI DPF Proline Euro 5,39000,"Vansbro, Dalarna",2009,30145,2.0L Diesel,Manual,2009,1.2937468900315143,Audi,Audi A4,Diesel,Dalarna
3553,"Kia Picanto 1.1 ECO Comfort, GLS Euro 4",15000,"Skurup, Skåne",2009,17577,1.1L Petrol,Manual,2009,0.8533879501621437,Kia,Kia Picanto,Petrol,Skåne
3554,Volvo S60 2.4 Business Euro 4 - Nybesiktigad med S+V Däck,28000,gävle,2004,17297,2.4L Petrol,Manual,2004,1.6187778227438283,Volvo,Volvo S60,Petrol,gävle
3555,BMW 325 i Touring Euro 4,35900,"Botkyrka, Stockholm",2004,25763,2.5L Petrol,Automatic,2004,1.39347125722936,BMW,BMW 325,Petrol,Stockholm
3556,Mercedes AMG GT 63 S Coupé 612HK 4M+ Svensksåld Fullutr,1179900,"STOCKHOLM, Stockholm",Feb 2019,6761,4.0L Petrol,Automatic,2019,174.51560420056205,Mercedes,Mercedes AMG,Petrol,Stockholm
3557,VW Touran Cross 2.0 TDI Cross Euro 4,40000,"västerås, Västmanland",2008,27328,2.0L Diesel,Automatic,2008,1.4637002341920375,VW,VW Touran,Diesel,Västmanland
3558,VW Caddy Skåpbil 2.0 Diesel / 12.348 Mil,39900,"21377 Malmö, Skåne",2008,12348,2.0L Diesel,Manual,2008,3.2312925170068025,VW,VW Caddy,Diesel,Skåne
3559,Mercedes CLK200 Kompressor Coupé Avantgarde Euro 4,16888,"Gotland, Gotland",2006,30000,1.8L Petrol,Automatic,2006,0.5629333333333333,Mercedes,Mercedes CLK200,Petrol,Gotland
3560,Renault Clio R.S. 5-dörra Halvkombi 1.2 Authentique Euro 4,20900,"Åre, Jämtland",2006,14175,1.1L Petrol,Manual,2006,1.474426807760141,Renault,Renault Clio,Petrol,Jämtland
3561,"BMW 320 i Sedan, Nybesiktad!",27000,"70375 Örebro, Örebro",2006,19000,2.2L Petrol,Manual,2006,1.4210526315789473,BMW,BMW 320,Petrol,Örebro
3562,Mercedes 180 BNGT BlueEFFICIENCY Autotronic Euro 5,58000,"Botkyrka, Stockholm",2010,14815,"2.0L Natural gas (LNG, CNG)",Automatic,2010,3.9149510631117113,Mercedes,Mercedes 180,Natural Gas,Stockholm
3563,VW Golf 1.6 Multifuel,62000,"kalmar, Kalmar",2009,8845,1.6L Ethanol (E85),Manual,2009,7.009609949123798,VW,VW Golf,Ethanol,Kalmar
3564,VW Golf Variant 1.6 Multifuel Euro 4,33000,"nyköping, Södermanland",2009,17871,1.6L Ethanol (E85),Manual,2009,1.8465670639583682,VW,VW Golf,Ethanol,Södermanland
3565,"Mercedes EQC400 4MATIC AMG Premium Plus//3,95% RÄNTA",479000,"42536 Hisingskärra, Västra Götaland",2021,3610,Electric,Automatic,2021,132.68698060941827,Mercedes,Mercedes EQC400,Electric,Västra Götaland
3566,Nissan Qashqai +2 Qashqai+2 2.0 4x4 CVT 7-Sits Drag Navi Pano Kamera,79900,"Rosersberg, Stockholm",Oct 2011,18347,2.0L Petrol,Automatic,2011,4.354935411783943,Nissan,Nissan Qashqai,Petrol,Stockholm
3567,"Volvo V40 T5 Geartronic Carbon Edition, R Design (300hk)",199990,"Kungälv, Västra Götaland",2016,11930,2.0L Petrol,Automatic,2016,16.763621123218776,Volvo,Volvo V40,Petrol,Västra Götaland
3568,Volvo V50 1.6 D Momentum SoV SERVAD HEMLEVERNAS M-VÄRMARE,48900,"JÄRFÄLLA, Stockholm",May 2009,15500,1.6L Diesel,Manual,2009,3.1548387096774193,Volvo,Volvo V50,Diesel,Stockholm
3569,Mitsubishi L200 Club Cab 2.5 4x4 Euro 5,86000,"Säter, Dalarna",2009,12674,2.5L Diesel,Manual,2009,6.785545210667508,Mitsubishi,Mitsubishi L200,Diesel,Dalarna
3570,Audi A4 Avant 2.0 TDI DPF Proline Euro 5,39000,"Vansbro, Dalarna",2009,30145,2.0L Diesel,Manual,2009,1.2937468900315143,Audi,Audi A4,Diesel,Dalarna
3571,"Kia Picanto 1.1 ECO Comfort, GLS Euro 4",15000,"Skurup, Skåne",2009,17577,1.1L Petrol,Manual,2009,0.8533879501621437,Kia,Kia Picanto,Petrol,Skåne
3572,Volvo S60 2.4 Business Euro 4 - Nybesiktigad med S+V Däck,28000,gävle,2004,17297,2.4L Petrol,Manual,2004,1.6187778227438283,Volvo,Volvo S60,Petrol,gävle
3573,BMW 325 i Touring Euro 4,35900,"Botkyrka, Stockholm",2004,25763,2.5L Petrol,Automatic,2004,1.39347125722936,BMW,BMW 325,Petrol,Stockholm
3574,Mercedes AMG GT 63 S Coupé 612HK 4M+ Svensksåld Fullutr,1179900,"STOCKHOLM, Stockholm",Feb 2019,6761,4.0L Petrol,Automatic,2019,174.51560420056205,Mercedes,Mercedes AMG,Petrol,Stockholm
3575,VW Touran Cross 2.0 TDI Cross Euro 4,40000,"västerås, Västmanland",2008,27328,2.0L Diesel,Automatic,2008,1.4637002341920375,VW,VW Touran,Diesel,Västmanland
3576,VW Caddy Skåpbil 2.0 Diesel / 12.348 Mil,39900,"21377 Malmö, Skåne",2008,12348,2.0L Diesel,Manual,2008,3.2312925170068025,VW,VW Caddy,Diesel,Skåne
3577,Mercedes CLK200 Kompressor Coupé Avantgarde Euro 4,16888,"Gotland, Gotland",2006,30000,1.8L Petrol,Automatic,2006,0.5629333333333333,Mercedes,Mercedes CLK200,Petrol,Gotland
3578,Renault Clio R.S. 5-dörra Halvkombi 1.2 Authentique Euro 4,20900,"Åre, Jämtland",2006,14175,1.1L Petrol,Manual,2006,1.474426807760141,Renault,Renault Clio,Petrol,Jämtland
3579,"BMW 320 i Sedan, Nybesiktad!",27000,"70375 Örebro, Örebro",2006,19000,2.2L Petrol,Manual,2006,1.4210526315789473,BMW,BMW 320,Petrol,Örebro
3580,Mercedes 180 BNGT BlueEFFICIENCY Autotronic Euro 5,58000,"Botkyrka, Stockholm",2010,14815,"2.0L Natural gas (LNG, CNG)",Automatic,2010,3.9149510631117113,Mercedes,Mercedes 180,Natural Gas,Stockholm
3581,VW Golf 1.6 Multifuel,62000,"kalmar, Kalmar",2009,8845,1.6L Ethanol (E85),Manual,2009,7.009609949123798,VW,VW Golf,Ethanol,Kalmar
3582,VW Golf Variant 1.6 Multifuel Euro 4,33000,"nyköping, Södermanland",2009,17871,1.6L Ethanol (E85),Manual,2009,1.8465670639583682,VW,VW Golf,Ethanol,Södermanland
3583,"Mercedes EQC400 4MATIC AMG Premium Plus//3,95% RÄNTA",479000,"42536 Hisingskärra, Västra Götaland",2021,3610,Electric,Automatic,2021,132.68698060941827,Mercedes,Mercedes EQC400,Electric,Västra Götaland
3584,Nissan Qashqai +2 Qashqai+2 2.0 4x4 CVT 7-Sits Drag Navi Pano Kamera,79900,"Rosersberg, Stockholm",Oct 2011,18347,2.0L Petrol,Automatic,2011,4.354935411783943,Nissan,Nissan Qashqai,Petrol,Stockholm
3585,"Volvo V40 T5 Geartronic Carbon Edition, R Design (300hk)",199990,"Kungälv, Västra Götaland",2016,11930,2.0L Petrol,Automatic,2016,16.763621123218776,Volvo,Volvo V40,Petrol,Västra Götaland
3586,Volvo V50 1.6 D Momentum SoV SERVAD HEMLEVERNAS M-VÄRMARE,48900,"JÄRFÄLLA, Stockholm",May 2009,15500,1.6L Diesel,Manual,2009,3.1548387096774193,Volvo,Volvo V50,Diesel,Stockholm
3587,Mitsubishi L200 Club Cab 2.5 4x4 Euro 5,86000,"Säter, Dalarna",2009,12674,2.5L Diesel,Manual,2009,6.785545210667508,Mitsubishi,Mitsubishi L200,Diesel,Dalarna
3588,Audi A4 Avant 2.0 TDI DPF Proline Euro 5,39000,"Vansbro, Dalarna",2009,30145,2.0L Diesel,Manual,2009,1.2937468900315143,Audi,Audi A4,Diesel,Dalarna
3589,"Kia Picanto 1.1 ECO Comfort, GLS Euro 4",15000,"Skurup, Skåne",2009,17577,1.1L Petrol,Manual,2009,0.8533879501621437,Kia,Kia Picanto,Petrol,Skåne
3590,Volvo S60 2.4 Business Euro 4 - Nybesiktigad med S+V Däck,28000,gävle,2004,17297,2.4L Petrol,Manual,2004,1.6187778227438283,Volvo,Volvo S60,Petrol,gävle
3591,BMW 325 i Touring Euro 4,35900,"Botkyrka, Stockholm",2004,25763,2.5L Petrol,Automatic,2004,1.39347125722936,BMW,BMW 325,Petrol,Stockholm
3592,Mercedes AMG GT 63 S Coupé 612HK 4M+ Svensksåld Fullutr,1179900,"STOCKHOLM, Stockholm",Feb 2019,6761,4.0L Petrol,Automatic,2019,174.51560420056205,Mercedes,Mercedes AMG,Petrol,Stockholm
3593,VW Touran Cross 2.0 TDI Cross Euro 4,40000,"västerås, Västmanland",2008,27328,2.0L Diesel,Automatic,2008,1.4637002341920375,VW,VW Touran,Diesel,Västmanland
3594,VW Caddy Skåpbil 2.0 Diesel / 12.348 Mil,39900,"21377 Malmö, Skåne",2008,12348,2.0L Diesel,Manual,2008,3.2312925170068025,VW,VW Caddy,Diesel,Skåne
3595,Mercedes CLK200 Kompressor Coupé Avantgarde Euro 4,16888,"Gotland, Gotland",2006,30000,1.8L Petrol,Automatic,2006,0.5629333333333333,Mercedes,Mercedes CLK200,Petrol,Gotland
3596,Renault Clio R.S. 5-dörra Halvkombi 1.2 Authentique Euro 4,20900,"Åre, Jämtland",2006,14175,1.1L Petrol,Manual,2006,1.474426807760141,Renault,Renault Clio,Petrol,Jämtland
3597,"BMW 320 i Sedan, Nybesiktad!",27000,"70375 Örebro, Örebro",2006,19000,2.2L Petrol,Manual,2006,1.4210526315789473,BMW,BMW 320,Petrol,Örebro
3598,Mercedes 180 BNGT BlueEFFICIENCY Autotronic Euro 5,58000,"Botkyrka, Stockholm",2010,14815,"2.0L Natural gas (LNG, CNG)",Automatic,2010,3.9149510631117113,Mercedes,Mercedes 180,Natural Gas,Stockholm
3599,VW Golf 1.6 Multifuel,62000,"kalmar, Kalmar",2009,8845,1.6L Ethanol (E85),Manual,2009,7.009609949123798,VW,VW Golf,Ethanol,Kalmar
3600,VW Golf Variant 1.6 Multifuel Euro 4,33000,"nyköping, Södermanland",2009,17871,1.6L Ethanol (E85),Manual,2009,1.8465670639583682,VW,VW Golf,Ethanol,Södermanland
3601,"Mercedes EQC400 4MATIC AMG Premium Plus//3,95% RÄNTA",479000,"42536 Hisingskärra, Västra Götaland",2021,3610,Electric,Automatic,2021,132.68698060941827,Mercedes,Mercedes EQC400,Electric,Västra Götaland
3602,Nissan Qashqai +2 Qashqai+2 2.0 4x4 CVT 7-Sits Drag Navi Pano Kamera,79900,"Rosersberg, Stockholm",Oct 2011,18347,2.0L Petrol,Automatic,2011,4.354935411783943,Nissan,Nissan Qashqai,Petrol,Stockholm
3603,"Volvo V40 T5 Geartronic Carbon Edition, R Design (300hk)",199990,"Kungälv, Västra Götaland",2016,11930,2.0L Petrol,Automatic,2016,16.763621123218776,Volvo,Volvo V40,Petrol,Västra Götaland
3604,Volvo V50 1.6 D Momentum SoV SERVAD HEMLEVERNAS M-VÄRMARE,48900,"JÄRFÄLLA, Stockholm",May 2009,15500,1.6L Diesel,Manual,2009,3.1548387096774193,Volvo,Volvo V50,Diesel,Stockholm
3605,Mitsubishi L200 Club Cab 2.5 4x4 Euro 5,86000,"Säter, Dalarna",2009,12674,2.5L Diesel,Manual,2009,6.785545210667508,Mitsubishi,Mitsubishi L200,Diesel,Dalarna
3606,Audi A4 Avant 2.0 TDI DPF Proline Euro 5,39000,"Vansbro, Dalarna",2009,30145,2.0L Diesel,Manual,2009,1.2937468900315143,Audi,Audi A4,Diesel,Dalarna
3607,"Kia Picanto 1.1 ECO Comfort, GLS Euro 4",15000,"Skurup, Skåne",2009,17577,1.1L Petrol,Manual,2009,0.8533879501621437,Kia,Kia Picanto,Petrol,Skåne
3608,Volvo S60 2.4 Business Euro 4 - Nybesiktigad med S+V Däck,28000,gävle,2004,17297,2.4L Petrol,Manual,2004,1.6187778227438283,Volvo,Volvo S60,Petrol,gävle
3609,BMW 325 i Touring Euro 4,35900,"Botkyrka, Stockholm",2004,25763,2.5L Petrol,Automatic,2004,1.39347125722936,BMW,BMW 325,Petrol,Stockholm
3610,Mercedes AMG GT 63 S Coupé 612HK 4M+ Svensksåld Fullutr,1179900,"STOCKHOLM, Stockholm",Feb 2019,6761,4.0L Petrol,Automatic,2019,174.51560420056205,Mercedes,Mercedes AMG,Petrol,Stockholm
3611,VW Touran Cross 2.0 TDI Cross Euro 4,40000,"västerås, Västmanland",2008,27328,2.0L Diesel,Automatic,2008,1.4637002341920375,VW,VW Touran,Diesel,Västmanland
3612,VW Caddy Skåpbil 2.0 Diesel / 12.348 Mil,39900,"21377 Malmö, Skåne",2008,12348,2.0L Diesel,Manual,2008,3.2312925170068025,VW,VW Caddy,Diesel,Skåne
3613,Mercedes CLK200 Kompressor Coupé Avantgarde Euro 4,16888,"Gotland, Gotland",2006,30000,1.8L Petrol,Automatic,2006,0.5629333333333333,Mercedes,Mercedes CLK200,Petrol,Gotland
3614,Renault Clio R.S. 5-dörra Halvkombi 1.2 Authentique Euro 4,20900,"Åre, Jämtland",2006,14175,1.1L Petrol,Manual,2006,1.474426807760141,Renault,Renault Clio,Petrol,Jämtland
3615,"BMW 320 i Sedan, Nybesiktad!",27000,"70375 Örebro, Örebro",2006,19000,2.2L Petrol,Manual,2006,1.4210526315789473,BMW,BMW 320,Petrol,Örebro
3616,Mercedes 180 BNGT BlueEFFICIENCY Autotronic Euro 5,58000,"Botkyrka, Stockholm",2010,14815,"2.0L Natural gas (LNG, CNG)",Automatic,2010,3.9149510631117113,Mercedes,Mercedes 180,Natural Gas,Stockholm
3617,VW Golf 1.6 Multifuel,62000,"kalmar, Kalmar",2009,8845,1.6L Ethanol (E85),Manual,2009,7.009609949123798,VW,VW Golf,Ethanol,Kalmar
3618,VW Golf Variant 1.6 Multifuel Euro 4,33000,"nyköping, Södermanland",2009,17871,1.6L Ethanol (E85),Manual,2009,1.8465670639583682,VW,VW Golf,Ethanol,Södermanland
3619,"Mercedes EQC400 4MATIC AMG Premium Plus//3,95% RÄNTA",479000,"42536 Hisingskärra, Västra Götaland",2021,3610,Electric,Automatic,2021,132.68698060941827,Mercedes,Mercedes EQC400,Electric,Västra Götaland
3620,Nissan Qashqai +2 Qashqai+2 2.0 4x4 CVT 7-Sits Drag Navi Pano Kamera,79900,"Rosersberg, Stockholm",Oct 2011,18347,2.0L Petrol,Automatic,2011,4.354935411783943,Nissan,Nissan Qashqai,Petrol,Stockholm
3621,"Volvo V40 T5 Geartronic Carbon Edition, R Design (300hk)",199990,"Kungälv, Västra Götaland",2016,11930,2.0L Petrol,Automatic,2016,16.763621123218776,Volvo,Volvo V40,Petrol,Västra Götaland
3622,Volvo V50 1.6 D Momentum SoV SERVAD HEMLEVERNAS M-VÄRMARE,48900,"JÄRFÄLLA, Stockholm",May 2009,15500,1.6L Diesel,Manual,2009,3.1548387096774193,Volvo,Volvo V50,Diesel,Stockholm
3623,Mitsubishi L200 Club Cab 2.5 4x4 Euro 5,86000,"Säter, Dalarna",2009,12674,2.5L Diesel,Manual,2009,6.785545210667508,Mitsubishi,Mitsubishi L200,Diesel,Dalarna
3624,Audi A4 Avant 2.0 TDI DPF Proline Euro 5,39000,"Vansbro, Dalarna",2009,30145,2.0L Diesel,Manual,2009,1.2937468900315143,Audi,Audi A4,Diesel,Dalarna
3625,"Kia Picanto 1.1 ECO Comfort, GLS Euro 4",15000,"Skurup, Skåne",2009,17577,1.1L Petrol,Manual,2009,0.8533879501621437,Kia,Kia Picanto,Petrol,Skåne
3626,Volvo S60 2.4 Business Euro 4 - Nybesiktigad med S+V Däck,28000,gävle,2004,17297,2.4L Petrol,Manual,2004,1.6187778227438283,Volvo,Volvo S60,Petrol,gävle
3627,BMW 325 i Touring Euro 4,35900,"Botkyrka, Stockholm",2004,25763,2.5L Petrol,Automatic,2004,1.39347125722936,BMW,BMW 325,Petrol,Stockholm
3628,Mercedes AMG GT 63 S Coupé 612HK 4M+ Svensksåld Fullutr,1179900,"STOCKHOLM, Stockholm",Feb 2019,6761,4.0L Petrol,Automatic,2019,174.51560420056205,Mercedes,Mercedes AMG,Petrol,Stockholm
3629,VW Touran Cross 2.0 TDI Cross Euro 4,40000,"västerås, Västmanland",2008,27328,2.0L Diesel,Automatic,2008,1.4637002341920375,VW,VW Touran,Diesel,Västmanland
3630,VW Caddy Skåpbil 2.0 Diesel / 12.348 Mil,39900,"21377 Malmö, Skåne",2008,12348,2.0L Diesel,Manual,2008,3.2312925170068025,VW,VW Caddy,Diesel,Skåne
3631,Mercedes CLK200 Kompressor Coupé Avantgarde Euro 4,16888,"Gotland, Gotland",2006,30000,1.8L Petrol,Automatic,2006,0.5629333333333333,Mercedes,Mercedes CLK200,Petrol,Gotland
3632,Renault Clio R.S. 5-dörra Halvkombi 1.2 Authentique Euro 4,20900,"Åre, Jämtland",2006,14175,1.1L Petrol,Manual,2006,1.474426807760141,Renault,Renault Clio,Petrol,Jämtland
3633,"BMW 320 i Sedan, Nybesiktad!",27000,"70375 Örebro, Örebro",2006,19000,2.2L Petrol,Manual,2006,1.4210526315789473,BMW,BMW 320,Petrol,Örebro
3634,Mercedes 180 BNGT BlueEFFICIENCY Autotronic Euro 5,58000,"Botkyrka, Stockholm",2010,14815,"2.0L Natural gas (LNG, CNG)",Automatic,2010,3.9149510631117113,Mercedes,Mercedes 180,Natural Gas,Stockholm
3635,VW Golf 1.6 Multifuel,62000,"kalmar, Kalmar",2009,8845,1.6L Ethanol (E85),Manual,2009,7.009609949123798,VW,VW Golf,Ethanol,Kalmar
3636,VW Golf Variant 1.6 Multifuel Euro 4,33000,"nyköping, Södermanland",2009,17871,1.6L Ethanol (E85),Manual,2009,1.8465670639583682,VW,VW Golf,Ethanol,Södermanland
3637,"Mercedes EQC400 4MATIC AMG Premium Plus//3,95% RÄNTA",479000,"42536 Hisingskärra, Västra Götaland",2021,3610,Electric,Automatic,2021,132.68698060941827,Mercedes,Mercedes EQC400,Electric,Västra Götaland
3638,Nissan Qashqai +2 Qashqai+2 2.0 4x4 CVT 7-Sits Drag Navi Pano Kamera,79900,"Rosersberg, Stockholm",Oct 2011,18347,2.0L Petrol,Automatic,2011,4.354935411783943,Nissan,Nissan Qashqai,Petrol,Stockholm
3639,"Volvo V40 T5 Geartronic Carbon Edition, R Design (300hk)",199990,"Kungälv, Västra Götaland",2016,11930,2.0L Petrol,Automatic,2016,16.763621123218776,Volvo,Volvo V40,Petrol,Västra Götaland
3640,Volvo V50 1.6 D Momentum SoV SERVAD HEMLEVERNAS M-VÄRMARE,48900,"JÄRFÄLLA, Stockholm",May 2009,15500,1.6L Diesel,Manual,2009,3.1548387096774193,Volvo,Volvo V50,Diesel,Stockholm
3641,Mitsubishi L200 Club Cab 2.5 4x4 Euro 5,86000,"Säter, Dalarna",2009,12674,2.5L Diesel,Manual,2009,6.785545210667508,Mitsubishi,Mitsubishi L200,Diesel,Dalarna
3642,Audi A4 Avant 2.0 TDI DPF Proline Euro 5,39000,"Vansbro, Dalarna",2009,30145,2.0L Diesel,Manual,2009,1.2937468900315143,Audi,Audi A4,Diesel,Dalarna
3643,"Kia Picanto 1.1 ECO Comfort, GLS Euro 4",15000,"Skurup, Skåne",2009,17577,1.1L Petrol,Manual,2009,0.8533879501621437,Kia,Kia Picanto,Petrol,Skåne
3644,Volvo S60 2.4 Business Euro 4 - Nybesiktigad med S+V Däck,28000,gävle,2004,17297,2.4L Petrol,Manual,2004,1.6187778227438283,Volvo,Volvo S60,Petrol,gävle
3645,BMW 325 i Touring Euro 4,35900,"Botkyrka, Stockholm",2004,25763,2.5L Petrol,Automatic,2004,1.39347125722936,BMW,BMW 325,Petrol,Stockholm
3646,Mercedes AMG GT 63 S Coupé 612HK 4M+ Svensksåld Fullutr,1179900,"STOCKHOLM, Stockholm",Feb 2019,6761,4.0L Petrol,Automatic,2019,174.51560420056205,Mercedes,Mercedes AMG,Petrol,Stockholm
3647,VW Touran Cross 2.0 TDI Cross Euro 4,40000,"västerås, Västmanland",2008,27328,2.0L Diesel,Automatic,2008,1.4637002341920375,VW,VW Touran,Diesel,Västmanland
3648,VW Caddy Skåpbil 2.0 Diesel / 12.348 Mil,39900,"21377 Malmö, Skåne",2008,12348,2.0L Diesel,Manual,2008,3.2312925170068025,VW,VW Caddy,Diesel,Skåne
3649,Mercedes CLK200 Kompressor Coupé Avantgarde Euro 4,16888,"Gotland, Gotland",2006,30000,1.8L Petrol,Automatic,2006,0.5629333333333333,Mercedes,Mercedes CLK200,Petrol,Gotland
3650,Renault Clio R.S. 5-dörra Halvkombi 1.2 Authentique Euro 4,20900,"Åre, Jämtland",2006,14175,1.1L Petrol,Manual,2006,1.474426807760141,Renault,Renault Clio,Petrol,Jämtland
3651,"BMW 320 i Sedan, Nybesiktad!",27000,"70375 Örebro, Örebro",2006,19000,2.2L Petrol,Manual,2006,1.4210526315789473,BMW,BMW 320,Petrol,Örebro
3652,Mercedes 180 BNGT BlueEFFICIENCY Autotronic Euro 5,58000,"Botkyrka, Stockholm",2010,14815,"2.0L Natural gas (LNG, CNG)",Automatic,2010,3.9149510631117113,Mercedes,Mercedes 180,Natural Gas,Stockholm
3653,VW Golf 1.6 Multifuel,62000,"kalmar, Kalmar",2009,8845,1.6L Ethanol (E85),Manual,2009,7.009609949123798,VW,VW Golf,Ethanol,Kalmar
3654,VW Golf Variant 1.6 Multifuel Euro 4,33000,"nyköping, Södermanland",2009,17871,1.6L Ethanol (E85),Manual,2009,1.8465670639583682,VW,VW Golf,Ethanol,Södermanland
3655,"Mercedes EQC400 4MATIC AMG Premium Plus//3,95% RÄNTA",479000,"42536 Hisingskärra, Västra Götaland",2021,3610,Electric,Automatic,2021,132.68698060941827,Mercedes,Mercedes EQC400,Electric,Västra Götaland
3656,Nissan Qashqai +2 Qashqai+2 2.0 4x4 CVT 7-Sits Drag Navi Pano Kamera,79900,"Rosersberg, Stockholm",Oct 2011,18347,2.0L Petrol,Automatic,2011,4.354935411783943,Nissan,Nissan Qashqai,Petrol,Stockholm
3657,"Volvo V40 T5 Geartronic Carbon Edition, R Design (300hk)",199990,"Kungälv, Västra Götaland",2016,11930,2.0L Petrol,Automatic,2016,16.763621123218776,Volvo,Volvo V40,Petrol,Västra Götaland
3658,Volvo V50 1.6 D Momentum SoV SERVAD HEMLEVERNAS M-VÄRMARE,48900,"JÄRFÄLLA, Stockholm",May 2009,15500,1.6L Diesel,Manual,2009,3.1548387096774193,Volvo,Volvo V50,Diesel,Stockholm
3659,Mitsubishi L200 Club Cab 2.5 4x4 Euro 5,86000,"Säter, Dalarna",2009,12674,2.5L Diesel,Manual,2009,6.785545210667508,Mitsubishi,Mitsubishi L200,Diesel,Dalarna
3660,Audi A4 Avant 2.0 TDI DPF Proline Euro 5,39000,"Vansbro, Dalarna",2009,30145,2.0L Diesel,Manual,2009,1.2937468900315143,Audi,Audi A4,Diesel,Dalarna
3661,"Kia Picanto 1.1 ECO Comfort, GLS Euro 4",15000,"Skurup, Skåne",2009,17577,1.1L Petrol,Manual,2009,0.8533879501621437,Kia,Kia Picanto,Petrol,Skåne
3662,Volvo S60 2.4 Business Euro 4 - Nybesiktigad med S+V Däck,28000,gävle,2004,17297,2.4L Petrol,Manual,2004,1.6187778227438283,Volvo,Volvo S60,Petrol,gävle
3663,BMW 325 i Touring Euro 4,35900,"Botkyrka, Stockholm",2004,25763,2.5L Petrol,Automatic,2004,1.39347125722936,BMW,BMW 325,Petrol,Stockholm
3664,Mercedes AMG GT 63 S Coupé 612HK 4M+ Svensksåld Fullutr,1179900,"STOCKHOLM, Stockholm",Feb 2019,6761,4.0L Petrol,Automatic,2019,174.51560420056205,Mercedes,Mercedes AMG,Petrol,Stockholm
3665,VW Touran Cross 2.0 TDI Cross Euro 4,40000,"västerås, Västmanland",2008,27328,2.0L Diesel,Automatic,2008,1.4637002341920375,VW,VW Touran,Diesel,Västmanland
3666,VW Caddy Skåpbil 2.0 Diesel / 12.348 Mil,39900,"21377 Malmö, Skåne",2008,12348,2.0L Diesel,Manual,2008,3.2312925170068025,VW,VW Caddy,Diesel,Skåne
3667,Mercedes CLK200 Kompressor Coupé Avantgarde Euro 4,16888,"Gotland, Gotland",2006,30000,1.8L Petrol,Automatic,2006,0.5629333333333333,Mercedes,Mercedes CLK200,Petrol,Gotland
