Name,Price,Location,Model_Year,Mileage,Fuel_Type,Gearbox,Gearbox2
Peugeot 2008 Limited Edition Bensin 130HK,219900kr,"35033  VÄXJÖ, Kronoberg",2024,500 mil,1.2L Petrol,Manual,131 HP (96 kW)
BMW 530e 530eXDRIVE,359900kr,"141 74 Segeltorp, Stockholm",2021,6620 mil,2.0L Hybrid,Manual,292 HP (214 kW)
Volvo XC90 T8 AWD Recharge,794900kr,"Hisings Backa, Västra Götaland",Oct 2023,2683 mil,2.0L Hybrid,Automatic,463 HP (340 kW)
Volvo EX30 Single Motor,358000kr,"Hisings Backa, Västra Götaland",Apr 2024,507 mil,Electric,≈ 344 km,Automatic
Volvo V60 T5 AWD,269900kr,"UPPLANDS VÄSBY, Stockholm",Jun 2020,11076 mil,2.0L Petrol,Automatic,253 HP (186 kW)
Volvo XC90 T8 AWD Recharge,794900kr,"Hisings Backa, Västra Götaland",Nov 2023,2239 mil,2.0L Hybrid,Automatic,463 HP (340 kW)
Volvo XC60 Recharge T6 AWD,479900kr,"UPPLANDS VÄSBY, Stockholm",Nov 2022,4612 mil,2.0L Hybrid,Automatic,404 HP (297 kW)
Volvo EC40 Recharge Single Motor,389900kr,"UPPLANDS VÄSBY, Stockholm",May 2023,3221 mil,Electric,≈ 478 km,Automatic
Volvo V60 Recharge T6 AWD,279900kr,"UPPLANDS VÄSBY, Stockholm",11 557 mil,2.0L Hybrid,Automatic,344 HP (253 kW),1.6 L/10mil
Volvo XC60 B5,429900kr,"Göteborg, Västra Götaland",Jun 2021,3219 mil,2.0L Petrol,Automatic,253 HP (186 kW)
Renault Zoe R110,129900kr,"KUNGSÄNGEN, Stockholm",Sep 2019,4500 mil,Electric,≈ 300 km,Automatic
Volvo XC40 B4,363000kr,"Hisings Backa, Västra Götaland",Dec 2023,2014 mil,2.0L Petrol,Automatic,200 HP (147 kW)
"Honda Jazz Comfort e:HEV e-CVT, 109hk, 2023",209700kr,"281 33 Hässleholm, Skåne",Jul 2022,980 mil,1.5L Electric/Petrol,Automatic,109 HP (80 kW)
Volvo XC40 P6 Recharge,379900kr,"Sollentuna, Stockholm",2021,5437 mil,1.5L Electric,≈ 423 km,Automatic
Volvo XC60 XC60T6 Plus Dark Nordic Edition,605500kr,"UPPLANDS VÄSBY, Stockholm",2024,2.0L Hybrid,Automatic,449 HP (330 kW),159 g CO2/km comb.
Volvo XC60 Recharge T6 AWD,609900kr,"Hisings Backa, Västra Götaland",2024,2.0L Hybrid,Automatic,449 HP (330 kW),159 g CO2/km comb.
Volvo EC40 C40 Recharge Single Motor,379000kr,"Stockholm, Stockholm",Nov 2022,2072 mil,Electric,Automatic,172 kW (234 HP)
Volvo XC40 P6 Recharge,389900kr,"Sollentuna, Stockholm",2021,4992 mil,1.5L Electric,≈ 423 km,Automatic
Volvo XC40 B4 FWD Bensin Core SE II,359900kr,"Hisings Backa, Västra Götaland",Dec 2023,2562 mil,2.0L Petrol,Automatic,200 HP (147 kW)
Volvo XC40 B4 FWD Bensin Core SE,364900kr,"Hisings Backa, Västra Götaland",Nov 2023,1822 mil,2.0L Petrol,Automatic,200 HP (147 kW)
Opel Mokka-e GSLINE E136 AUT KAMERA|P-SENSOR BAK|CARPLAY,189900kr,"141 74 Segeltorp, Stockholm",Jun 2021,3804 mil,Electric,≈ 342 km,Automatic
Tesla Model 3 Long Range AWD 440hk|Pano|Drag|Navi|Kamera|,289900kr,"141 74 Segeltorp, Stockholm",2020,8643 mil,Electric,≈ 560 km,Automatic
VW ID4 PRO PERFORMANCE|Navi|Drag|Carplay|MOMS|,279900kr,"141 74 Segeltorp, Stockholm",2022,11852 mil,Electric,≈ 537 km,Automatic
Opel Corsa-e Dynamic 136hk|Kamera|Navi|MOMS|Carplay|,169900kr,"141 74 Segeltorp, Stockholm",2021,4487 mil,Electric,≈ 354 km,Automatic
Volvo XC60 Recharge T6 AWD,614700kr,"UPPLANDS VÄSBY, Stockholm",2024,2.0L Hybrid,Automatic,449 HP (330 kW),"UPPLANDS VÄSBY, Stockholm"
Volvo V60 D5 Plug-in Hybrid AWD,164800kr,"KUNGSÄNGEN, Stockholm",Nov 2016,16907 mil,2.4L Hybrid,Automatic,234 HP (172 kW)
Volvo XC60 T6 AWD Recharge,409900kr,"VALLENTUNA, Stockholm",Sep 2020,6938 mil,2.0L Hybrid,Automatic,344 HP (253 kW)
Volvo XC40 B4 FWD Bensin Momentum Advanced Edt,299900kr,"VALLENTUNA, Stockholm",Mar 2021,9339 mil,2.0L Petrol,Automatic,200 HP (147 kW)
Volvo XC60 T6 AWD Recharge,429900kr,"VALLENTUNA, Stockholm",Jun 2021,7697 mil,2.0L Hybrid,Automatic,344 HP (253 kW)
Volvo XC40 P6 Recharge,389900kr,"Sollentuna, Stockholm",Jan 2022,3612 mil,1.5L Electric,≈ 423 km,Automatic
Volvo V60 B4,349900kr,"VALLENTUNA, Stockholm",Dec 2023,2125 mil,2.0L Petrol,Automatic,200 HP (147 kW)
Volvo V60 T6 AWD Recharge,389900kr,"KUNGSÄNGEN, Stockholm",Apr 2022,7648 mil,2.0L Hybrid,Automatic,355 HP (261 kW)
Volvo XC60 T8 AWD Recharge,509900kr,"VALLENTUNA, Stockholm",Mar 2022,9439 mil,2.0L Hybrid,Automatic,463 HP (340 kW)
Volvo V90 CC T5 AWD,289800kr,"KUNGSÄNGEN, Stockholm",Feb 2018,14122 mil,2.0L Petrol,Automatic,253 HP (186 kW)
Volvo XC40 Recharge Single Motor,379900kr,"VALLENTUNA, Stockholm",Dec 2022,3751 mil,1.5L Electric,≈ 423 km,Automatic
Volvo V60 B4 Bensin Core,349900kr,"Sollentuna, Stockholm",Nov 2023,1810 mil,2.0L Petrol,Automatic,200 HP (147 kW)
Opel Corsa CorsaELEGANCE P75+,134900kr,"141 74 Segeltorp, Stockholm",2021,1978 mil,1.2L Petrol,Manual,75 HP (55 kW)
Hyundai i30 i305-dörrar 1.6 GDI 135hk|Select|Låg skatt|Värmare|,84900kr,"141 74 Segeltorp, Stockholm",2014,8562 mil,1.6L Petrol,Manual,135 HP (99 kW)
Volvo XC40 Recharge Single Motor,379900kr,"VALLENTUNA, Stockholm",Dec 2022,3470 mil,1.5L Electric,≈ 423 km,Automatic
Audi A3 2.0 TDI (150hk) S-LINE / VIRTUAL COCKPIT / NAVI,209900kr,"431 53 Mölndal, Västra Götaland",2017,8862 mil,2.0L Diesel,Automatic,150 HP (110 kW)
"Tesla Model X 100D, Premium, Autopilot, Navi, Panorama",399900kr,"213 75 Malmö, Skåne",2018,14130 mil,Electric,≈ 565 km,Automatic
"Volvo XC40 T2 FWD Momentum, On Call 2021, SUV",259900kr,"ENKÖPING, Uppsala",Jan 2020,4200 mil,1.5L Petrol,Manual,131 HP (96 kW)
"Opel Mokka-e 136hk, Ultimate, Navi, 360-Kamera, P-sensorer",209900kr,"213 75 Malmö, Skåne",2021,2200 mil,Electric,≈ 342 km,Automatic
Volvo XC60 T8 AWD Polestar Optimering,529900kr,"Hisings Backa, Västra Götaland",Mar 2021,7634 mil,2.0L Hybrid,Automatic,427 HP (314 kW)
Volvo XC40 P6 Recharge,379000kr,"Stockholm, Stockholm",Mar 2022,7000 mil,1.5L Electric,≈ 423 km,Automatic
Volvo XC40 B4,359000kr,"Stockholm, Stockholm",2 328 mil,2.0L Petrol,Automatic,197 HP (144 kW),153 g CO2/km comb.
Volvo XC60 T6 AWD Recharge,449000kr,"Stockholm, Stockholm",Dec 2020,4248 mil,2.0L Hybrid,Automatic,344 HP (253 kW)
Suzuki Across 2.5 AWD E-CVT Plug-In Hybrid 306hk,439900kr,"34121  LJUNGBY, Kronoberg",May 2022,5500 mil,2.5L Hybrid,Automatic,306 HP (225 kW)
Volvo V60 Recharge T6 AWD,299900kr,"UPPLANDS VÄSBY, Stockholm",10 984 mil,2.0L Hybrid,Automatic,344 HP (253 kW),1.9 L/10mil
Volvo XC40 T4 Recharge,339900kr,"UPPLANDS VÄSBY, Stockholm",8 865 mil,1.5L Hybrid,Automatic,214 HP (157 kW),1.8 L/10mil
Volvo XC60 T6 AWD Recharge,409900kr,"UPPLANDS VÄSBY, Stockholm",7 498 mil,2.0L Hybrid,Automatic,344 HP (253 kW),1.9 L/10mil
BMW 225 Active Tourer xe Steptronic Sport Line 224hk 2017,179900kr,"431 53 Mölndal, Västra Götaland",2017,8204 mil,1.5L Hybrid,Automatic,136 HP (100 kW)
Volvo S90 T8 AWD Recharge,669900kr,"ENKÖPING, Uppsala",May 2024,992 mil,2.0L Hybrid,Automatic,463 HP (340 kW)
Suzuki Jimny JimnyLCV 1.5 ALLGRIP Rhino,339600kr,"35033  VÄXJÖ, Kronoberg",2024,1.5L Petrol,Manual,102 HP (75 kW),"35033  VÄXJÖ, Kronoberg"
"Volvo V60 B4 Diesel Momentum Advanced SE SELEKT 2021, Kombi",294000kr,"Sollentuna, Stockholm",Apr 2021,8131 mil,2.0L Diesel,Automatic,200 HP (147 kW)
Volvo XC40 Recharge Single Motor,384000kr,"Sollentuna, Stockholm",Oct 2022,3022 mil,1.5L Electric,≈ 423 km,Automatic
Volvo XC40 Recharge Single Motor,379000kr,"Sollentuna, Stockholm",Nov 2022,3918 mil,1.5L Electric,≈ 423 km,Automatic
Volvo XC40 P6 Recharge,379000kr,"VALLENTUNA, Stockholm",Jan 2021,6165 mil,1.5L Electric,≈ 423 km,Automatic
"Opel Corsa 1.2 Turbo Automatisk, 130hk, | carplay | backk",174900kr,"431 53 Mölndal, Västra Götaland",2021,3906 mil,1.2L Petrol,Automatic,131 HP (96 kW)
"BMW i3 i3sAh / CHARGED / NAVI / 20"" / FARTHÅLLARE",229900kr,"431 53 Mölndal, Västra Götaland",2021,3968 mil,Electric,≈ 283 km,Automatic
Volvo XC40 Recharge Single Motor Recharge Core Edition 0% RÄNTA*,384900kr,"KUNGSÄNGEN, Stockholm",Jan 2023,3353 mil,1.5L Electric,Automatic,172 kW (234 HP)
Polestar 2 Long Range Single Motor,414900kr,"KUNGSÄNGEN, Stockholm",Jul 2023,2732 mil,Electric,≈ 468 km,Automatic
Polestar 2 Long Range Single Motor,415900kr,"KUNGSÄNGEN, Stockholm",Jun 2023,2902 mil,Electric,≈ 468 km,Automatic
Volvo V90 CC B4 AWD,309800kr,"VALLENTUNA, Stockholm",Dec 2020,14239 mil,2.0L Diesel,Automatic,200 HP (147 kW)
Opel Mokka Edition (Ultimate) 1.2 Turbo 130hk Automat,288800kr,"35033  VÄXJÖ, Kronoberg",Feb 2023,150 mil,1.2L Petrol,Automatic,131 HP (96 kW)
"VW Tiguan 2,0TDI 200hk 4motion DSG | Värmare | Dragk",289900kr,"141 74 Segeltorp, Stockholm",2021,10506 mil,2.0L Diesel,Automatic,200 HP (147 kW)
Volvo S90 T8 AWD Recharge,639900kr,"ENKÖPING, Uppsala",Jul 2023,2.0L Hybrid,Automatic,456 HP (335 kW),17 g CO2/km comb.
Volvo S90 T8 AWD Recharge,659900kr,"Sollentuna, Stockholm",2024,2.0L Petrol,Automatic,456 HP (335 kW),"Sollentuna, Stockholm"
"Opel Mokka Ultimate 1.2 Turbo 130hk Automat *Ränta 4,99%*",259500kr,"35033  VÄXJÖ, Kronoberg",2023,1982 mil,1.2L Petrol,Automatic,131 HP (96 kW)
Volvo XC40 B4,369000kr,"Hisings Backa, Västra Götaland",Oct 2023,2042 mil,2.0L Petrol,Automatic,200 HP (147 kW)
Volvo XC60 T8 AWD Polestar Optimering,499900kr,"Göteborg, Västra Götaland",Jun 2020,7888 mil,2.0L Hybrid,Automatic,427 HP (314 kW)
Volvo V90 B4,274900kr,"Sollentuna, Stockholm",May 2021,13279 mil,2.0L Diesel,Automatic,200 HP (147 kW)
Suzuki Swace Inclusive Hybrid e-CVT 122 HK *Vinterhjul*,189900kr,"312 22 Laholm, Halland",2021,9740 mil,1.8L Hybrid,Automatic,123 HP (90 kW)
Volvo XC90 Recharge T8 II Plus Bright (SELEKT),699900kr,"KUNGSÄNGEN, Stockholm",Dec 2023,1660 mil,2.0L Hybrid,Automatic,463 HP (340 kW)
Mazda CX-30 Centre-Line 2.5 M-Hybrid,319700kr,"281 33 Hässleholm, Skåne",Nov 2024,2.5L Petrol,Automatic,141 HP (103 kW),147 g CO2/km comb.
"Nissan Leaf N-Connecta, 360°, Navi, 150Hk, 2023, Leasa för 3995:-",239900kr,"431 53 Mölndal, Västra Götaland",2023,1522 mil,Electric,≈ 285 km,Automatic
Polestar 2 Long Range Dual Motor Plus,364900kr,"Sollentuna, Stockholm",Jul 2021,7264 mil,Electric,≈ 471 km,Automatic
Peugeot e-Expert PRO L2 75kWh,509500kr,"281 33 Hässleholm, Skåne",2024,1 mil,Electric,≈ 327 km,Automatic
Volvo XC60 Recharge T8 AWD,314700kr,"VALLENTUNA, Stockholm",Sep 2018,14787 mil,2.0L Hybrid,Automatic,392 HP (288 kW)
Volvo S90 T8 AWD Recharge,629900kr,"Göteborg, Västra Götaland",Jul 2024,511 mil,2.0L Hybrid,Automatic,463 HP (340 kW)
"Tesla Model S 100D, Long Range, AWD, 423Hk, 2018",349900kr,"431 53 Mölndal, Västra Götaland",2018,9911 mil,Electric,Automatic,386 kW (525 HP)
Volvo XC60 Recharge T6 AWD,582900kr,"Hisings Backa, Västra Götaland",2024,2.0L Hybrid,Automatic,355 HP (261 kW),159 g CO2/km comb.
Volvo XC40 P6 Recharge,409900kr,"UPPLANDS VÄSBY, Stockholm",Jul 2022,2600 mil,1.5L Electric,≈ 423 km,Automatic
Volvo XC60 XC60 T6 Core Edition T6 Core Edition,579900kr,"UPPLANDS VÄSBY, Stockholm",2025,2.0L Hybrid,Automatic,449 HP (330 kW),159 g CO2/km comb.
Volvo XC60 XC60 T6 Plus Dark Edition T6 Plus Dark Edition,593900kr,"KUNGSÄNGEN, Stockholm",2025,2.0L Hybrid,Automatic,449 HP (330 kW),159 g CO2/km comb.
Volvo XC60 T8 TE Inscription (SELEKT),409900kr,"Sollentuna, Stockholm",Aug 2020,9653 mil,2.0L Hybrid,Automatic,398 HP (292 kW)
Volvo V60 B4,319900kr,"KUNGSÄNGEN, Stockholm",Feb 2021,5288 mil,2.0L Diesel,Automatic,200 HP (147 kW)
Suzuki SX4 S-Cross Hybrid 4*4 129HK Manuell,274200kr,"35033  VÄXJÖ, Kronoberg",2023,1980 mil,1.4L Hybrid,Manual,130 HP (95 kW)
Volvo V90 Recharge T6 Inscription Expression,364900kr,"VALLENTUNA, Stockholm",Oct 2021,9368 mil,2.0L Hybrid,Automatic,344 HP (253 kW)
Volvo XC60 T6 AWD Recharge,459000kr,"Göteborg, Västra Götaland",Mar 2021,5300 mil,2.0L Hybrid,Automatic,344 HP (253 kW)
Opel Mokka Edition (Ultimate) 1.2 Turbo 130hk Automat,279500kr,"35033  VÄXJÖ, Kronoberg",2023,550 mil,1.2L Petrol,Automatic,131 HP (96 kW)
Opel Mokka Ultimate 1.2 Turbo 130hk Automat,269500kr,"35033  VÄXJÖ, Kronoberg",Feb 2023,600 mil,1.2L Petrol,Automatic,131 HP (96 kW)
VW Caddy 1.4 TGI BlueMotion 110 HK *Dragkrok*,104900kr,"312 22 Laholm, Halland",2017,4535 mil,"1.4L Natural gas (LNG, CNG)",Manual,111 HP (81 kW)
Volvo V60 T4,299900kr,"KUNGSÄNGEN, Stockholm",May 2020,8696 mil,2.0L Petrol,Automatic,192 HP (141 kW)
Suzuki Vitara Hybrid AllGrip DEMO,254900kr,"312 22 Laholm, Halland",2023,70 mil,1.4L Hybrid,Manual,130 HP (95 kW)
Volvo V90 Recharge T6 Inscription Expression DRAG,309900kr,"KUNGSÄNGEN, Stockholm",Mar 2021,13498 mil,2.0L Hybrid,Automatic,344 HP (253 kW)
"Isuzu D-Max XRL Extended Cab 4WD Euro 6, 1273 kr/år i skatt",554500kr,"35033  VÄXJÖ, Kronoberg",2023,1.9L Diesel,Automatic,164 HP (120 kW),"35033  VÄXJÖ, Kronoberg"
Volvo S60 T6 AWD Recharge,529900kr,"UPPLANDS VÄSBY, Stockholm",2024,2.0L Petrol,Automatic,398 HP (292 kW),"UPPLANDS VÄSBY, Stockholm"
Volvo XC40 Recharge T4 Inscription Expression,329900kr,"Göteborg, Västra Götaland",Nov 2021,11655 mil,1.5L Hybrid,Automatic,214 HP (157 kW)
Fiat 500e BEV ICON (118hk) APPLE CARPLAY / BACKKAMERA,189900kr,"431 53 Mölndal, Västra Götaland",2021,2752 mil,Electric,≈ 310 km,Automatic
Land Rover Range Rover SDV8 4WD (340hk) AUTOBIOGRAPHY / PANORAMA,439900kr,"431 53 Mölndal, Västra Götaland",2016,15813 mil,4.4L Diesel,Automatic,340 HP (250 kW)
Volvo V60 T5,309900kr,"UPPLANDS VÄSBY, Stockholm",Jul 2019,3800 mil,2.0L Petrol,Automatic,253 HP (186 kW)
Volvo V60 Recharge T8 AWD,339900kr,"KUNGSÄNGEN, Stockholm",Mar 2021,13702 mil,2.0L Hybrid,Automatic,398 HP (292 kW)
"Volvo V90 B4 Bensin Plus Bright - Lagerbil, Snabb leverans",499900kr,"ENKÖPING, Uppsala",Aug 2024,2.0L Petrol,Automatic,200 HP (147 kW),161 g CO2/km comb.
Audi A6 Avant 2.0 TDI quattro 190hk S Tronic,209500kr,"35033  VÄXJÖ, Kronoberg",2018,16625 mil,2.0L Diesel,Automatic,191 HP (140 kW)
Peugeot 208 ACTIVE PACK 1.2 PureTech 100 HK Automat/Demobil,199600kr,"312 22 Laholm, Halland",2023,950 mil,1.2L Petrol,Automatic,101 HP (74 kW)
Volvo EC40 Recharge Single Motor Extended Range,588900kr,"Sollentuna, Stockholm",2024,Electric,≈ 581 km,Automatic,188 kW (256 HP)
Volvo EC40 EC40Recharge Twin motor,449900kr,"Göteborg, Västra Götaland",Mar 2022,3211 mil,Electric,≈ 548 km,Automatic
"Suzuki SX4 S-Cross 1,5 AllGrip Automat Select 4*4",329900kr,"35033  VÄXJÖ, Kronoberg",2024,1.5L Hybrid,Automatic,116 HP (85 kW),"35033  VÄXJÖ, Kronoberg"
Volvo S90 T8 AWD Recharge,629900kr,"Göteborg, Västra Götaland",Jul 2024,922 mil,2.0L Hybrid,Automatic,463 HP (340 kW)
Opel Vivaro-e Combi Premium L3 75 kWh,474875kr,"34121  LJUNGBY, Kronoberg",Jun 2023,195 mil,Electric,≈ 230 km,Automatic
Opel Vivaro-e Combi Premium L3 60 000:- kampanj 75kWh 136hk,512375kr,"34121  LJUNGBY, Kronoberg",2023,Electric,≈ 330 km,Automatic,100 kW (136 HP)
Volvo EX30 Twin Motor Performance,449900kr,"Göteborg, Västra Götaland",Apr 2024,503 mil,Electric,≈ 460 km,Automatic
Volvo V90 B4,457900kr,"KUNGSÄNGEN, Stockholm",2024,2.0L Petrol,Automatic,200 HP (147 kW),160 g CO2/km comb.
Peugeot e-Expert PLUS L3 kWh75,579700kr,"281 33 Hässleholm, Skåne",May 2024,100 mil,Electric,≈ 229 km,Automatic
Opel Vivaro L3 145 AT8 Automat ELITE FACELIFT 2024/Omgående lev,499875kr,"35033  VÄXJÖ, Kronoberg",2024,2.0L Diesel,Automatic,145 HP (106 kW),"35033  VÄXJÖ, Kronoberg"
Peugeot 308 Plug-In Hybrid 180 Allure Euro 6,349200kr,"35033  VÄXJÖ, Kronoberg",2023,1303 mil,1.6L Hybrid,Automatic,180 HP (132 kW)
Volvo XC40 T4 Recharge,379900kr,"VALLENTUNA, Stockholm",Dec 2021,4599 mil,1.5L Hybrid,Automatic,214 HP (157 kW)
"Honda Civic 5D 1,8 142hk Elegance X-Edition Automat",129500kr,"35033  VÄXJÖ, Kronoberg",2015,11665 mil,1.8L Petrol,Automatic,142 HP (104 kW)
Mercedes C220 170hk Kombi Amg Line Premium 7G-Tronic,189500kr,"35033  VÄXJÖ, Kronoberg",2015,14956 mil,2.1L Diesel,Automatic,170 HP (125 kW)
Toyota Yaris Hybrid Kamera|Telefonspegling 101hk Automat,174900kr,"141 74 Segeltorp, Stockholm",2020,4880 mil,1.5L Hybrid,Manual,101 HP (74 kW)
"Tesla Model 3 Long Range, AWD, Glastak, 440Hk, 2021",349900kr,"431 53 Mölndal, Västra Götaland",1 / 1,2021,4 342 mil,Electric,≈ 580 km
"Audi A6 55 TFSIe, Quattro, S-Tronic, S-Line, 367Hk, Drag",379900kr,"431 53 Mölndal, Västra Götaland",1 / 1,2020,9 107 mil,2.0L Hybrid,Automatic
Honda e ,199900kr,"431 53 Mölndal, Västra Götaland",1 / 1,2020,4 821 mil,Electric,≈ 222 km
Tesla Model 3 3 Long Range AWD 440hk|Pano|Navi|Kamera|,329900kr,"141 74 Segeltorp, Stockholm",2021,7190 mil,Electric,≈ 580 km,Automatic
Volvo XC60 T6 AWD Recharge,418000kr,"Stockholm, Stockholm",5 436 mil,2.0L Hybrid,Automatic,340 HP (250 kW),1.9 L/10mil
Volvo S60 T6 AWD,349900kr,"UPPLANDS VÄSBY, Stockholm",2019,5120 mil,2.0L Hybrid,Automatic,340 HP (250 kW)
Volvo XC60 Recharge T6 AWD,559000kr,"Stockholm, Stockholm",150 mil,2.0L Hybrid,Automatic,350 HP (257 kW),159 g CO2/km comb.
Volvo XC40 P6 Recharge,399000kr,"Stockholm, Stockholm",1 723 mil,1.5L Electric,≈ 423 km,Automatic,169 kW (231 HP)
MG Marvel R LUX 70 KWH,299900kr,"262 71, Skåne",2022,1910 mil,Electric,≈ 370 km,Automatic
MG Marvel R PERFORMANCE,319900kr,"691 47 Karlskoga, Örebro",2022,2870 mil,Electric,≈ 370 km,Automatic
"VW Golf VII GTI 2.0 TSI DSG ""BLACKWEEK"" 211Hk",149900kr,"194 66 Upplands Väsby, Stockholm",2012,11098 mil,2.0L Petrol,Automatic,211 HP (155 kW)
Mercedes CLE300 AMG Line Cab,769900kr,"254 66 Helsingborg, Skåne",2024,2.0L Petrol,Automatic,259 HP (190 kW),"254 66 Helsingborg, Skåne"
Renault Scénic Electric Esprit Alpine First Edition Demobil,524900kr,"432 32 Varberg, Halland",2024,700 mil,Electric,Automatic,162 kW (221 HP)
BYD Seal SealEXCELLENCE AWD - EKLANDA DEMO,489900kr,"431 49 Mölndal, Västra Götaland",2023,840 mil,Electric,≈ 520 km,Automatic
MG MG4 EV ,259900kr,"553 05 Jönköping, Jönköping",2023,1108 mil,Electric,≈ 350 km,Automatic
Opel Corsa-e Corsa-eELEGANCE 136 AUT,169900kr,"164 74 Kista, Stockholm",2020,3608 mil,Electric,≈ 337 km,Automatic
Opel Corsa-e Corsa-eDYNAMIC E 136,179800kr,"163 53 Spånga, Stockholm",2021,2181 mil,Electric,≈ 337 km,Automatic
Opel Mokka-e Mokka-eULTIMATE E136 |KAMERA|P- SENSOR FRAM O,199900kr,"141 74 Segeltorp, Stockholm",2021,3600 mil,Electric,≈ 342 km,Automatic
MG MG5 EV ,224900kr,"431 68 Mölndal, Västra Götaland",2021,3430 mil,Electric,≈ 344 km,Automatic
Opel Mokka-e GS-LINE E136 AUT,169900kr,"754 54 Uppsala, Uppsala",2021,2590 mil,Electric,≈ 342 km,Automatic
Opel Mokka-e GSLINE E136 AUT KAMERA|P-SENSOR BAK|CARPLAY,179900kr,"141 74 Segeltorp, Stockholm",2021,5800 mil,Electric,≈ 342 km,Automatic
Citroën e-C4 e-C4SHINE ELEC 100KW -TM,204900kr,"434 39 Kungsbacka, Halland",2021,3950 mil,Electric,≈ 353 km,Automatic
BYD Han AWD EXECUTIVE | HUD | PANORAMA | 517Hk |,499900kr,"452 33 Strömstad, Västra Götaland",2023,1 mil,Electric,≈ 521 km,Automatic
BMW i4 i4EDRIVE40,529700kr,"973 34 Luleå, Norrbotten",2023,2928 mil,Electric,≈ 548 km,Automatic
BMW i4 Parking assistant plus Taklucka H&K,598700kr,"164 40 Kista, Stockholm",2023,2500 mil,Electric,≈ 519 km,Automatic
BMW 330e xDrive M Sport Comfort Drag Adaptiv Farthållare Led,518700kr,"831 48 Östersund, Jämtland",2024,798 mil,2.0L Hybrid,Automatic,293 HP (215 kW)
Volvo XC40 R-Design Recharged T5 Komfortöppning Värmare,368700kr,"754 50 Uppsala, Uppsala",2022,5727 mil,1.5L Hybrid,Automatic,180 HP (132 kW)
Mini Cooper Countryman SE ALL 4 Komfortöppning Backkamera,298700kr,"754 50 Uppsala, Uppsala",2022,3933 mil,1.5L Hybrid,Automatic,126 HP (92 kW)
"BYD Dolphin DESIGN 2023, Halvkombi",359900kr,"425 37 HISINGS KÄRRA, Västra Götaland",2023,1 mil,Electric,≈ 427 km,Automatic
MG MG4 EV ,399990kr,"754 54 Uppsala, Uppsala",2024,Electric,≈ 385 km,Automatic,324 kW (441 HP)
BMW i4 M50 Fully charged Drag Laserlight H/K Innovation,624700kr,"802 57 Gävle, Gävleborg",2024,1980 mil,Electric,≈ 519 km,Automatic
BMW i5 eDrive40 M-Sport H/K Komfortsäte Komfortåtkomst,698700kr,"754 50 Uppsala, Uppsala",2024,1003 mil,Electric,≈ 582 km,Automatic
BMW i4 M50 Fully charged Drag Laserlight Innovation H/K,624700kr,"802 57 Gävle, Gävleborg",2024,2249 mil,Electric,≈ 519 km,Automatic
BMW i4 M50 Fully Charged M-Sport Innovation H&K Dragkrok v,624700kr,"754 50 Uppsala, Uppsala",2023,3293 mil,Electric,≈ 519 km,Automatic
BMW 530e xDrive Touring Sportline Connected Drag Värmare,398700kr,"182 36 Danderyd, Stockholm",2021,6128 mil,2.0L Hybrid,Automatic,293 HP (215 kW)
MG MG4 EV ,279900kr,"176 76 Järfälla, Stockholm",2022,991 mil,Electric,≈ 350 km,Automatic
MG MG4 EV ,279900kr,"176 76 Järfälla, Stockholm",2022,821 mil,Electric,≈ 350 km,Automatic
Volvo XC60 XC60D3 Geartronic 150hp 2017,197800kr,"254 66 Helsingborg, Skåne",1 / 1,2017,13 528 mil,2.0L Diesel,Automatic
VW Passat GTE 1.4 TSI Plug-in Hybrid Executive Navi Skinn Drag 218hk,229800kr,"611 38 Nyköping, Södermanland",1 / 1,2021,10 897 mil,1.4L Electric/Petrol,Automatic
Volvo V60 T6 AWD Geartronic VOC Kamera Navi340hk,329800kr,"611 38 Nyköping, Södermanland",1 / 1,2020,5 050 mil,2.0L Hybrid,Automatic
MG ZS EV 45KWH LUXURY PRIVATLEASING 2995KR/MÅNAD,149900kr,"431 68 Mölndal, Västra Götaland",2020,4929 mil,Electric,≈ 263 km,Automatic
Peugeot 3008 1.2 PureTech EAT 130hk,184800kr,"163 53 Spånga, Stockholm",2018,2512 mil,1.2L Petrol,Automatic,131 HP (96 kW)
Volvo V60 B3 Momentum,297900kr,"334 32 Anderstorp, Jönköping",2020,2100 mil,2.0L Petrol,Automatic,164 HP (120 kW)
BMW i3 120Ah Charged Plus Navigation Professional,237700kr,"802 57 Gävle, Gävleborg",2022,3608 mil,Electric,Automatic,135 kW (184 HP)
"Nissan Qashqai 1,5 dCi 110 HK N CONNECTA | DRAGKROK",129800kr,"176 76 Järfälla, Stockholm",2017,11151 mil,1.5L Diesel,Manual,111 HP (81 kW)
BMW i3 Driving Assistant Plus Backkamera,228700kr,"164 40 Kista, Stockholm",2022,3838 mil,Electric,Automatic,135 kW (184 HP)
Renault Zoe ZEN- R110 - E.V. 50 - BATTERIKÖP,169900kr,"302 41 Halmstad, Halland",2021,4364 mil,Electric,≈ 395 km,Automatic
MG ZS ZS EVLUXURY PRIVATLEASING FLERA OLIKA FÄRGER fr 2.995KR/MÅN,144900kr,"164 74 Kista, Stockholm",2021,5340 mil,Electric,≈ 263 km,Automatic
MG ZS ZS EVEV LHD 45KWH LUXURY Privatleasing från 2995kr/mån Finns i olika färger,149900kr,"176 76 Järfälla, Stockholm",2020,5503 mil,Electric,≈ 263 km,Automatic
